customer_id,first_name,last_name,email,age,state,balance,signup_date
3107,Tara,Russo,mary88@example.org,42,PA,21315.15,2022-03-24
3108,Morgan,Hudson,xwright@example.com,43,NY,43217.51,2026-04-30
3109,Ricardo,Hernandez,susanhall@example.org,66,TX,26248.56,2023-07-16
3110,Lindsay,Munoz,ecampbell@example.org,47,MA,16808.89,2023-07-01
3111,Lance,Velasquez,denniswilliams@example.com,79,NJ,25493.18,2022-07-24
3112,Alice,Lopez,ielliott@example.org,24,CT,5502.75,2023-07-21
3113,Raymond,Levy,wthompson@example.com,64,CT,47149.94,2024-09-06
3114,Brittany,Preston,briannamclaughlin@example.net,71,MA,15992.04,2024-05-16
3115,Jason,Walton,zgrimes@example.net,24,PA,2044.46,2024-03-16
3116,Jennifer,Hayes,nathannorman@example.org,24,CA,10598.88,2023-02-20
3117,John,Fox,millsmichelle@example.com,78,CT,45424.1,2026-02-09
3118,Lisa,Davis,,30,TX,9242.0,2022-01-20
3119,Vickie,Powell,smithcarl@example.com,80,CA,16714.11,2021-11-17
3120,Tiffany,Hale,,32,NY,33447.38,2025-05-14
3121,Carlos,Sparks,melissaharrell@example.net,34,CA,18028.44,2026-04-24
3122,Chad,Turner,harrislisa@example.com,64,WA,26443.1,2023-03-29
3123,Rachel,Bridges,landerson@example.net,65,MA,32512.42,2024-05-01
3124,Deanna,Wall,vphillips@example.net,44,WA,19202.47,2026-05-02
3125,Derek,Kerr,christine20@example.net,31,PA,31477.93,2022-07-18
3126,Matthew,Hall,invalid-email,33,NJ,29328.07,2026-05-06
3127,Curtis,Harding,kmartinez@example.net,42,MA,35233.0,2026-03-29
3128,Tiffany,Johnson,richard20@example.org,250,NY,47090.9,2024-01-01
3129,Michael,Burton,westricky@example.org,61,CT,36267.53,2026-04-25
3130,Ryan,Cook,whernandez@example.net,43,IL,36038.47,2026-03-18
3131,Dawn,Wise,collinslaura@example.com,23,PA,9585.34,2024-02-01
3132,David,Martin,tamaradouglas@example.com,50,IL,48756.31,2024-12-07
3133,Leslie,Sullivan,williamstracy@example.org,64,FL,31493.23,2024-11-04
3134,Charles,Ewing,bryan61@example.net,33,TX,3385.42,2025-06-10
3135,Harry,Williams,martha99@example.net,71,IL,46566.62,2021-12-26
3136,James,Washington,stevelee@example.net,82,NJ,8346.76,2022-07-20
3137,Kelly,Davies,melanie48@example.net,53,PA,14482.82,2021-08-19
3138,Joseph,Reynolds,ibrady@example.com,25,MA,37035.76,2025-12-18
3139,Kim,Edwards,leblancnicole@example.net,68,FL,34234.71,2025-10-26
3140,Robert,Jones,hartmancrystal@example.net,83,NY,8275.91,2024-06-02
3141,Kimberly,Howard,invalid-email,83,TX,28124.93,2025-12-14
3142,Brittany,Miller,patrick40@example.net,67,TX,30360.92,2025-09-14
3143,Angela,Gomez,cooperamy@example.org,44,PA,180.03,2025-04-11
3144,Lindsey,Morris,tgreen@example.net,45,WA,34836.09,2023-08-05
3145,Michael,Guzman,weeksbrandon@example.com,83,FL,25190.89,2025-09-27
3146,Aaron,Mitchell,patriciaowen@example.net,85,CT,15170.51,2023-03-11
3147,Patricia,Wilson,traci39@example.net,46,CT,35412.74,2024-05-12
3148,Gregory,Brock,beckerbrianna@example.com,33,PA,11196.47,2025-06-23
3149,Katie,Rodgers,allennathan@example.net,48,CT,1954.53,2024-05-28
3150,Gabrielle,Ramirez,kelleramanda@example.org,36,CT,46362.4,2022-05-22
3151,Marc,Franklin,christopher64@example.net,52,NJ,32120.66,2023-10-27
3152,Caroline,Camacho,matthewbutler@example.org,49,MA,26729.75,2021-11-28
3153,James,Duke,joseph08@example.net,18,CA,31634.14,2026-02-18
3154,Kathleen,Pittman,uwilliams@example.net,65,CA,4162.31,2024-06-04
3155,Victoria,Williams,blakeshelton@example.org,51,PA,20417.14,2024-08-18
3156,Christina,Fernandez,michelle11@example.org,55,CA,49263.06,2025-01-13
3157,Renee,Cochran,vgarcia@example.net,19,CA,10963.98,2023-01-04
3158,Matthew,Williams,laurenallen@example.net,53,PA,12799.36,2022-03-24
3159,Brittney,Powell,virginia22@example.org,20,IL,32865.88,2023-03-14
3160,Caroline,Ruiz,alvarezstephanie@example.com,31,TX,47282.82,2025-03-10
3161,Kenneth,Barber,boyererika@example.net,50,WA,27543.89,2025-06-30
3162,Samantha,Woodard,wallacebryan@example.com,74,MA,16213.15,2025-05-12
3163,Mackenzie,Armstrong,barbarafisher@example.com,44,WA,31490.03,2025-08-26
3164,Whitney,Anderson,,68,PA,22302.8,2025-06-05
3165,Nicholas,Smith,theresataylor@example.com,73,CA,7416.71,2021-12-31
3166,Amanda,Smith,todd87@example.org,79,NY,24798.06,2022-09-17
3167,Paul,Morales,sarah06@example.org,76,PA,40779.9,2021-11-02
3168,Randy,Hamilton,invalid-email,40,MA,28482.9,2026-01-25
3169,Christopher,Schultz,mary98@example.net,41,CT,1052.37,2022-03-27
3170,Michele,Willis,mcneilbrian@example.net,38,PA,40874.96,2022-10-26
3171,Anthony,Diaz,franklinmatthew@example.net,130,NY,7176.12,2022-08-19
3172,Sherri,Sherman,xhorton@example.org,72,MA,22751.21,2025-12-02
3173,Autumn,Holloway,nwilliams@example.net,250,NY,36215.35,2024-04-19
3174,Bradley,Roy,fbailey@example.com,35,NJ,30164.68,2024-12-09
3175,Jonathan,Nelson,bradleymitchell@example.net,66,TX,1035.8,2026-06-12
3176,Juan,Mitchell,jeffrey11@example.net,19,NJ,6608.95,2021-09-17
3177,Ann,Higgins,wbailey@example.net,28,CT,7131.78,2022-09-09
3178,Olivia,Bruce,raymond62@example.org,19,NJ,47880.88,2024-08-13
3179,Gina,Hernandez,djensen@example.com,31,IL,36806.58,2025-02-16
3180,Noah,Young,agarcia@example.org,61,NY,10116.08,2023-03-07
3181,Rodney,West,shane26@example.com,79,WA,44619.51,2021-09-17
3182,James,Marsh,diazmichael@example.org,38,CT,16587.82,2023-07-04
3183,James,Smith,uhall@example.net,37,MA,2793.78,2026-05-22
3184,Rodney,Lamb,rodney58@example.com,52,IL,6153.78,2024-06-29
3185,Nathaniel,White,charles39@example.com,23,NY,27232.11,2023-03-03
3186,Ashley,Brown,uschmitt@example.net,31,IL,44322.84,2023-06-17
3187,Colton,Cain,usilva@example.net,71,PA,60.52,2023-12-07
3188,Ashley,Moss,invalid-email,46,NJ,11333.76,2025-11-14
3189,Richard,Lewis,paul18@example.org,67,PA,17665.5,2022-08-09
3190,Marco,Lawson,courtney87@example.com,54,MA,46084.55,2024-05-14
3191,Adam,Parks,ingramtara@example.net,67,NY,24591.03,2025-02-07
3192,Melanie,Solis,weaverjohn@example.org,32,MA,5086.81,2025-08-30
3193,Craig,Lopez,morrisonryan@example.org,54,CA,3814.5,2022-09-19
3194,Melissa,Thomas,rlewis@example.org,60,NY,18024.68,2022-09-07
3195,Yesenia,Sullivan,bill82@example.com,28,NJ,30225.32,2022-10-31
3196,Frank,Foster,lbennett@example.net,40,TX,26524.03,2022-07-26
3197,Frederick,Kennedy,christyfletcher@example.org,41,TX,7511.0,2025-03-28
3198,Michelle,Pearson,,56,WA,40878.13,2024-07-04
3199,John,Frey,hendersonjacob@example.org,62,NY,13554.66,2024-03-19
3200,Kelly,Lewis,troy19@example.net,81,CA,46644.09,2024-04-04
3201,Pamela,Smith,urivera@example.org,27,NJ,43085.7,2023-04-10
3202,Joseph,Peterson,cbrown@example.com,37,PA,16012.8,2023-10-25
3203,Hannah,Dean,andreawalker@example.org,67,FL,36067.17,2021-08-25
3204,Marisa,Kramer,jasonmoore@example.com,79,NY,5658.2,2026-08-07
3205,Jenny,Hernandez,invalid-email,72,CT,7233.39,2022-08-26
3206,Charles,Tanner,friedmanrichard@example.com,59,PA,9093.62,2025-04-13
3207,Anthony,Lang,clarkmichael@example.org,67,CA,15965.79,2023-07-11
3208,Austin,Mendez,,72,FL,34671.04,2024-10-13
3209,Christopher,Holloway,tmoody@example.net,70,WA,39675.08,not-a-date
3210,Rachael,Nelson,wkennedy@example.com,-1,PA,40107.05,2024-03-01
3211,Ronnie,Fisher,ashley06@example.org,49,TX,20932.98,2021-09-13
3212,Billy,Mann,lindabates@example.com,81,IL,26688.53,2024-10-20
3213,Laura,Acevedo,sonya14@example.net,47,TX,4180.89,2023-11-15
3214,Leslie,Tucker,danschaefer@example.net,71,IL,28893.82,2025-02-16
3215,Ashley,Washington,megan91@example.com,46,NY,11759.65,2024-08-16
3216,Janice,Simmons,lisa04@example.net,18,MA,49695.27,2025-02-21
3217,Dorothy,Thomas,bhampton@example.com,20,CA,27918.72,2022-09-18
3218,David,Walker,patricia12@example.org,35,NY,2978.87,2022-06-01
3219,Amy,Padilla,guerrerorenee@example.com,62,CA,42437.57,2024-09-17
3220,Anna,Morgan,allen12@example.net,35,CT,23019.42,2023-11-19
3221,Judith,Huerta,derricklee@example.net,71,MA,10536.87,2026-06-30
3222,Jacqueline,Torres,oevans@example.org,46,NJ,37349.77,2023-05-04
3223,Jennifer,Francis,gbrown@example.net,33,PA,18873.04,2024-04-06
3224,Regina,Anderson,ifox@example.net,21,TX,18584.21,2024-01-18
3225,Mark,Payne,carlos80@example.com,31,WA,3688.51,2025-02-13
3226,Vanessa,Gonzalez,barbara56@example.com,38,NJ,7344.33,2023-12-21
3227,Tiffany,Greene,peter58@example.com,36,NY,12252.29,2025-01-24
3228,Cindy,Bradley,rlee@example.net,19,WA,41553.4,2022-11-03
3229,Adam,Oliver,zmoore@example.org,71,PA,38270.89,2021-11-19
3230,Amy,Berry,robertcruz@example.org,78,PA,37405.36,2021-09-01
3231,Robert,Kelly,jessica86@example.com,56,FL,20576.12,2023-04-14
3232,Elizabeth,Mills,wmorris@example.com,61,FL,39069.85,2026-01-28
3233,Michael,Esparza,jonathanjordan@example.org,19,CT,5563.33,2021-08-31
3234,Paul,Griffin,invalid-email,25,NJ,30208.68,2025-01-18
3235,Michael,Perry,jonathan12@example.org,40,IL,8017.44,2026-02-03
3236,Michelle,Green,,68,TX,33995.18,2025-08-22
3237,Marissa,Harris,bbarr@example.org,76,IL,35570.34,2024-03-12
3238,Jesus,Flores,ucamacho@example.org,51,WA,25093.62,2023-11-23
3239,Susan,Russell,maciaskenneth@example.com,47,TX,46572.51,2022-05-27
3240,Jason,Day,thompsonlaura@example.com,52,NY,-1780.72,2025-04-16
3241,Amber,Fitzgerald,anthonyfranklin@example.com,34,MA,20020.12,2025-05-14
3242,Jason,Contreras,silvaryan@example.org,25,MA,19614.55,2025-10-01
3243,Thomas,Washington,rtaylor@example.com,27,FL,23870.81,not-a-date
3244,Angela,Rodriguez,paul48@example.org,69,TX,8241.22,2023-02-15
3245,Robin,Marshall,karen67@example.com,65,TX,9736.53,2026-07-28
3246,Terri,Smith,tyrone39@example.com,31,NY,3890.43,2025-01-06
3247,Pamela,Silva,taylortoni@example.org,60,NJ,11976.5,2022-06-23
3248,Christina,Nelson,solistara@example.com,38,IL,5323.23,2026-03-11
3249,Caroline,Farmer,abigail90@example.com,45,WA,548.85,2022-08-03
3250,Larry,Williams,elliottscott@example.com,57,MA,27584.57,2023-12-27
3251,Amanda,Stevens,stephanie14@example.org,22,MA,13458.4,2024-03-14
3252,Ronald,Adams,,23,WA,49324.7,2022-04-11
3253,Catherine,Buchanan,zhorton@example.com,79,NJ,2402.45,2022-02-28
3254,Robert,Sanchez,garysnow@example.org,29,CT,423.94,2025-04-26
3255,Michael,Dunn,gabriel67@example.com,63,CT,47936.95,2026-04-10
3256,Jason,Sweeney,alee@example.com,82,MA,15723.62,2023-08-25
3257,Megan,Lewis,watsontina@example.net,68,CA,48692.54,2026-04-01
3258,Lauren,Davis,kenneththomas@example.com,30,CA,20364.33,2025-10-01
3259,Lorraine,Hart,ldean@example.org,82,NY,25108.86,2026-04-20
3260,Sarah,Young,ohardy@example.net,37,NJ,29358.78,2024-01-01
3261,Shannon,Shaw,hoopernicole@example.org,66,FL,29317.91,2023-12-28
3262,Maria,Brown,rstewart@example.net,22,CT,8061.15,2024-05-05
3263,Dana,Brown,lisa79@example.com,77,NY,44260.19,2025-02-23
3264,Chad,Moody,ucrawford@example.org,29,MA,44220.1,2024-08-07
3265,Chris,Cardenas,cameronkaitlyn@example.com,36,PA,49670.83,2024-03-15
3266,Michael,Brown,jmorrison@example.net,82,IL,49613.94,2023-02-22
3267,William,Franklin,jjackson@example.org,84,CA,22374.01,2024-02-28
3268,Andrea,Ramos,aliciacallahan@example.org,34,CA,14542.08,2025-01-21
3269,Raymond,Hernandez,lmaldonado@example.org,73,NJ,44534.0,2026-04-24
3270,Kristie,Morrison,joanna88@example.org,67,MA,10441.03,2022-05-28
3271,Ashley,Mccormick,yboone@example.org,27,PA,28345.04,2024-03-09
3272,Dennis,Stokes,zsmith@example.com,81,NY,40236.32,2025-03-17
3273,Melissa,Carlson,williamsbrenda@example.org,36,CT,27356.8,2024-01-14
3274,Dwayne,Peters,otran@example.org,29,FL,4705.7,2023-01-03
3275,Jasmine,Bates,mstanley@example.com,58,PA,46702.8,2026-03-29
3276,John,Stewart,dhenry@example.net,38,NY,14005.87,2024-09-14
3277,Michelle,Logan,wendylee@example.com,64,CA,4461.46,2025-01-31
3278,Alexander,Tucker,jodicannon@example.net,40,FL,12897.2,2026-02-16
3279,Jeffery,Morris,crystal57@example.net,78,CT,38157.32,2026-02-27
3280,Michael,Schneider,rwilliamson@example.net,74,PA,46991.47,2022-09-29
3281,Joshua,Short,bradley58@example.net,80,NJ,18173.61,2022-09-05
3282,Teresa,Collins,pam01@example.org,54,TX,20451.66,2026-04-25
3283,Tiffany,Mcguire,gonzalezamanda@example.com,34,FL,18336.61,2022-03-14
3284,Courtney,Long,manningbrandi@example.com,58,CA,4174.53,2026-01-09
3285,Shannon,Griffin,russodouglas@example.net,70,IL,22504.61,2026-07-02
3286,Linda,Burton,ronald44@example.com,23,WA,48871.58,2026-07-07
3287,Autumn,Carter,lorihenderson@example.com,25,MA,34987.26,2026-05-27
3288,Lisa,Jones,sharonaustin@example.com,19,PA,42652.99,2022-09-22
3289,Victor,Stanley,kellysierra@example.com,55,TX,7910.29,2023-11-24
3290,Sally,Guzman,elainehall@example.net,69,NY,11152.56,2023-08-07
3291,Anita,Paul,taylormaria@example.com,77,NY,17446.9,2024-06-05
3292,Sandra,Stanley,wendyperez@example.org,77,IL,45006.33,2023-02-18
3293,Nicholas,Haney,casey54@example.net,77,NY,4291.13,2022-11-14
3294,Ryan,Price,tlozano@example.com,31,TX,38410.83,2025-08-09
3295,Meghan,Fletcher,hthompson@example.com,43,TX,16436.03,2025-05-07
3296,Ashley,Gardner,dorseytony@example.net,58,CA,49821.91,2026-04-17
3297,Sarah,Wilson,ramosmatthew@example.org,80,MA,35114.54,2026-02-13
3298,Chase,Beck,ecunningham@example.net,130,NY,13918.75,2025-10-20
3299,Justin,Murillo,kristinevans@example.com,22,IL,7787.06,2024-12-20
3300,Paul,Preston,lisa37@example.com,78,PA,32010.82,2023-01-26
3301,Jill,Anderson,,58,WA,1566.16,2026-08-14
3302,Tasha,Townsend,cainroger@example.net,66,NJ,46822.98,2023-05-16
3303,Sarah,Johnson,lmann@example.org,64,TX,48928.04,2024-06-03
3304,Jacob,Bennett,vmartinez@example.com,45,NJ,10574.64,2026-08-01
3305,Robert,Cisneros,taylorlawrence@example.com,20,TX,13492.41,2026-03-18
3306,Joshua,Shepherd,taylormelinda@example.org,40,NY,7086.89,2022-04-20
3307,Holly,Robinson,jonesvanessa@example.net,53,TX,4085.46,2023-10-27
3308,Rodney,Walker,nfreeman@example.net,75,TX,26238.9,2021-09-17
3309,Thomas,Chavez,murphycynthia@example.com,51,PA,41527.45,2025-09-14
3310,David,Carter,jasonfrank@example.com,29,TX,17100.96,2021-12-11
3311,Kevin,Foster,ryan42@example.com,56,PA,9930.27,2025-09-13
3312,Daniel,Reyes,ywalton@example.org,71,FL,23774.97,2021-12-18
3313,Brenda,Christensen,oenglish@example.com,38,TX,17734.62,2023-05-31
3314,Katherine,Fowler,yjennings@example.com,67,NJ,28045.42,2025-09-10
3315,Kenneth,Williams,saranovak@example.net,43,NY,36136.18,2023-04-01
3316,Teresa,Paul,matthew34@example.com,36,CA,33203.15,2026-04-05
3317,Jonathan,Dunn,itaylor@example.net,58,NJ,7525.31,2022-10-10
3318,Aaron,Harrison,suejones@example.com,76,PA,-2192.62,2023-01-05
3319,Jessica,Dominguez,gloria49@example.org,58,NY,39600.84,2022-05-17
3320,Christopher,Green,dfox@example.net,70,CT,26034.58,2025-10-02
3321,Jason,Anderson,robertsbrandy@example.com,18,FL,47166.19,2022-11-07
3322,Tyler,Graham,,34,FL,31945.82,2025-08-27
3323,Wayne,Brown,fhanna@example.com,30,NJ,10931.14,2022-08-30
3324,Christopher,Davis,wrightryan@example.net,42,TX,34822.3,2023-09-11
3325,Crystal,Landry,tuckeramy@example.net,39,WA,18877.83,2023-11-30
3326,Brandon,Powers,rodney25@example.com,62,MA,47618.84,2025-10-29
3327,Richard,Kelley,thomasronald@example.net,19,CA,40688.97,2024-11-30
3328,John,Stokes,watsonjose@example.net,20,CT,44832.75,2025-05-07
3329,Alexander,Johnson,jameslopez@example.net,82,NY,34965.86,2023-10-16
3330,Matthew,Holland,renee05@example.org,76,TX,20519.34,2022-06-22
3331,Joyce,Davis,anthonyortiz@example.org,63,IL,21292.46,2022-02-23
3332,Charles,Flores,andrewbird@example.com,60,NY,46317.44,2023-10-03
3333,John,Allison,davidfarrell@example.com,76,TX,18656.07,2021-10-26
3334,Vickie,Hall,jackthompson@example.com,38,IL,21793.81,2023-07-10
3335,Diana,Davis,jeffersondaniel@example.org,54,TX,31705.36,2022-11-29
3336,Kristopher,Walker,leedarlene@example.com,30,NY,40296.99,2022-07-16
3337,Nicholas,Dudley,ericquinn@example.com,31,NY,32481.23,2023-04-24
3338,Michelle,Shelton,david42@example.net,70,NY,24820.25,2023-08-19
3339,Kendra,Evans,apatterson@example.org,30,FL,25168.08,2022-12-13
3340,William,Jordan,gordon09@example.com,22,CT,42585.26,2022-11-14
3341,Karen,Fields,pweber@example.com,45,MA,38844.01,2024-12-10
3342,Andrea,Weber,christygreer@example.com,66,NY,9778.01,2023-08-28
3343,Kim,Cook,wendyholden@example.com,78,NY,17530.68,2023-06-27
3344,Marvin,Boone,tony62@example.com,77,TX,45399.68,2025-07-27
3345,Monica,Dixon,gbutler@example.com,68,NJ,46980.84,2023-12-30
3346,Victoria,Robinson,ssweeney@example.com,46,IL,14180.22,2022-06-05
3347,Natalie,Waters,sandra66@example.net,51,CT,41924.21,2023-03-22
3348,Jesus,Clark,omartinez@example.net,71,MA,207.88,2024-05-22
3349,Matthew,Wright,james67@example.net,71,NJ,776.5,2022-05-21
3350,Dakota,Wells,danielleboyer@example.net,37,CA,42038.48,2026-04-21
3351,Stephanie,Mcgee,mariolewis@example.net,84,WA,-1620.17,2023-01-24
3352,Amy,Porter,ksanchez@example.org,39,WA,49641.46,2023-09-12
3353,Craig,Cross,kennethruiz@example.net,48,IL,48674.52,2022-10-24
3354,Charlene,Preston,,42,WA,32221.72,2025-01-01
3355,Vincent,Garcia,heatherdavis@example.org,24,WA,21455.12,2021-09-30
3356,Lindsay,Wells,sbrown@example.org,67,PA,20155.95,2025-07-04
3357,Kerri,Hahn,amanda67@example.net,58,IL,7922.18,2026-02-25
3358,Andrew,Kemp,kdennis@example.org,47,NY,35501.24,2022-03-22
3359,Tiffany,Werner,lbowers@example.com,34,IL,5918.64,2025-07-19
3360,Scott,White,mary92@example.com,68,CT,41866.89,2025-11-05
3361,Kenneth,Christensen,,38,CA,10188.13,2023-12-07
3362,Kaitlin,Richards,alexander69@example.com,29,NJ,21871.05,2024-02-28
3363,Elizabeth,Holder,whiterobert@example.com,37,NJ,30904.98,2025-03-23
3364,Ashley,Davis,,28,WA,19120.24,2023-09-10
3365,Pamela,Walker,jeffrey10@example.org,34,FL,31723.16,2026-05-31
3366,Daniel,Bell,wilsonkimberly@example.org,63,PA,11986.09,2024-06-21
3367,Joseph,Richards,leejesse@example.com,46,CT,9691.45,2022-09-16
3368,Samantha,Barnes,ndouglas@example.net,49,TX,38519.58,2022-12-31
3369,Laura,Campbell,christopher01@example.com,24,CT,4148.17,2024-02-06
3370,Jay,Jones,regina11@example.com,36,NJ,31919.33,2021-09-07
3371,Justin,Pena,ingrambrandon@example.com,31,NY,22956.39,2024-11-29
3372,Sandra,English,hernandezanna@example.com,33,NY,7091.77,not-a-date
3373,Sara,Powell,adkinscharles@example.net,51,PA,4638.86,2024-08-23
3374,John,Thomas,jonathanwoodard@example.com,81,CA,45635.96,2023-02-22
3375,Jose,Moore,clarkjames@example.com,44,TX,5033.59,not-a-date
3376,Timothy,Joyce,tuckersheila@example.net,20,TX,3678.8,2022-02-17
3377,Samantha,Reyes,nguyentimothy@example.net,27,MA,34366.82,2026-01-19
3378,Krystal,Wilson,kirstendavis@example.net,66,CA,31677.59,2023-03-07
3379,Melanie,Smith,kevinmarshall@example.org,75,PA,8990.32,2022-06-10
3380,Sarah,Peters,robertsdavid@example.net,19,PA,32983.32,2023-12-06
3381,Crystal,Stewart,,22,NY,48795.79,2022-09-12
3382,Ryan,Sweeney,travis46@example.org,62,FL,49745.8,2024-08-28
3383,John,Kramer,johnsondana@example.com,18,PA,26087.43,2024-09-14
3384,Daniel,Odom,pattonyolanda@example.org,50,NY,9642.26,2022-11-17
3385,Edward,Bailey,jonesjohn@example.com,21,IL,1151.91,2022-09-20
3386,Brett,Carlson,lchurch@example.com,83,PA,10815.33,2021-12-18
3387,Amy,Olsen,gary52@example.net,64,NY,-3998.83,2024-02-12
3388,Larry,Jones,cynthiacampbell@example.net,21,CA,6928.25,2025-09-04
3389,Sarah,Owens,abigail56@example.com,28,PA,13379.53,2024-08-27
3390,William,Hendrix,tinajohnson@example.org,79,MA,47661.47,2024-08-02
3391,Courtney,Cross,qhayes@example.com,62,IL,32596.23,2022-09-03
3392,Michael,Wagner,melissalopez@example.net,77,FL,21803.1,2025-04-03
3393,Stanley,Price,kathleenward@example.com,69,MA,12504.66,2021-10-05
3394,Patrick,Smith,alvaradochristopher@example.net,43,CT,48093.56,2026-03-28
3395,Daniel,Walker,ahicks@example.org,-1,WA,39657.66,2022-12-08
3396,Kristin,Hunt,mcdowelladam@example.net,57,PA,39704.98,2026-07-15
3397,Robert,Weaver,chambersvanessa@example.org,80,TX,44142.87,2024-01-23
3398,Amanda,Smith,gjackson@example.net,72,WA,37353.96,2022-03-10
3399,Michael,Sparks,donaldthomas@example.org,58,WA,5377.96,2022-07-15
3400,Angela,Campbell,thomas28@example.org,67,TX,9986.04,2023-06-03
3401,Catherine,Larson,smithchristopher@example.net,63,CA,44894.73,2025-05-22
3402,Joseph,Jacobs,perezpamela@example.org,26,FL,8362.45,2025-02-26
3403,Sharon,Reed,mckenziesonya@example.com,22,IL,12653.18,2022-08-08
3404,Tammy,Acevedo,fredday@example.net,70,CT,30194.1,2022-04-15
3405,Margaret,Moody,oroberts@example.net,85,CA,19915.33,2026-04-25
3406,Michael,Burns,georgesteven@example.org,32,PA,40452.02,2021-10-11
3407,Sara,Smith,johnsonkevin@example.net,72,PA,17887.23,2023-01-26
3408,Michelle,Harding,,27,INVALID,32847.73,2025-07-26
3409,William,Escobar,keith86@example.com,65,PA,38975.73,2023-01-26
3410,Nicole,Anderson,thompsondarlene@example.net,33,NJ,15929.46,2024-05-29
3411,Chelsey,Johnson,katelynjimenez@example.net,19,CA,10688.62,2024-11-04
3412,Tammy,Nunez,stevenrichards@example.org,59,MA,28082.03,2024-12-20
3413,Connor,Holloway,pking@example.net,67,CT,30090.1,2023-08-24
3414,Barbara,Flores,angela57@example.com,85,MA,5146.01,2024-08-05
3415,Kevin,Tate,jacob06@example.net,53,WA,47313.55,2026-06-16
3416,Ashley,Williams,michael28@example.net,27,WA,44633.2,2025-08-21
3417,Ruben,Bennett,pricerobert@example.org,71,TX,15889.16,2022-10-19
3418,Katelyn,Watson,millerlucas@example.com,58,MA,9856.16,2023-09-15
3419,Sara,Barnes,evansrachel@example.org,81,FL,2339.59,2022-05-01
3420,Jeffrey,Smith,james69@example.net,53,TX,5962.95,2022-06-08
3421,Chloe,Sanders,kevin72@example.com,250,XX,30071.53,2025-08-24
3422,Lisa,Schmidt,johntaylor@example.com,67,MA,28820.69,2022-07-03
3423,Kevin,Smith,hillshawn@example.org,54,NJ,32183.33,2023-03-04
3424,Jennifer,Peterson,uburke@example.net,18,FL,14218.29,not-a-date
3425,Stephen,Singleton,cruzmary@example.net,69,NJ,44791.48,2025-09-05
3426,Alexis,Ramirez,shannon33@example.org,85,NJ,16869.49,2024-12-01
3427,Christine,Morgan,michael31@example.com,20,NY,23494.67,2024-10-31
3428,Sandra,Taylor,rperez@example.org,71,CT,13733.68,2026-03-11
3429,Donald,Graham,rebeccavaughn@example.net,62,TX,3988.36,2022-01-31
3430,Eric,Washington,,58,FL,30616.03,2023-02-21
3431,Richard,Weaver,rebeccahoward@example.org,68,CT,34822.85,2024-08-01
3432,Rachel,Reyes,thomasmooney@example.org,76,FL,42433.62,2023-08-12
3433,Valerie,Weiss,maddoxdavid@example.org,33,CA,46885.19,2024-07-25
3434,Vincent,Turner,adrian20@example.com,31,NJ,11200.72,2022-02-08
3435,Brenda,Rodriguez,dawnlewis@example.net,19,XX,5256.78,2022-10-05
3436,Cassandra,Miller,smithdebbie@example.org,59,ZZ,11317.06,2025-03-05
3437,Deborah,Jordan,vthomas@example.com,29,MA,36205.4,2025-03-18
3438,Erica,Graves,,65,IL,49478.25,2023-03-06
3439,Jessica,Riley,jeremymitchell@example.com,24,CT,44165.97,2025-04-08
3440,Tiffany,Taylor,christophercruz@example.net,23,NY,2400.17,2023-12-23
3441,Sabrina,Ferguson,mitchellnicholas@example.com,56,NY,13186.36,2025-04-20
3442,Mary,Wallace,mendezsierra@example.com,66,CT,34933.24,2022-08-11
3443,Christina,Gaines,santiagoterri@example.com,35,WA,23034.69,2026-06-24
3444,Jennifer,Morgan,gregory76@example.org,34,CA,43094.74,2022-04-04
3445,Kristen,Moore,underwooddeborah@example.com,70,FL,33411.76,2024-05-15
3446,Richard,Jones,moorejohn@example.net,84,IL,12026.17,2022-03-15
3447,Timothy,Payne,ojohnson@example.com,79,FL,48817.47,2024-10-17
3448,James,Sanchez,jamestucker@example.net,59,FL,11291.53,2023-05-30
3449,Eric,Melton,hcardenas@example.net,51,CT,35569.07,2023-01-20
3450,William,Gutierrez,invalid-email,63,IL,41777.1,2024-08-30
3451,James,Williams,shawnrogers@example.org,49,MA,34748.25,2024-06-25
3452,Amanda,Velez,morganwarner@example.org,27,FL,3013.35,2022-09-01
3453,Jordan,Cooper,njames@example.org,19,MA,23407.52,2026-06-27
3454,Kari,Nichols,dakota83@example.net,67,MA,24382.28,2024-02-12
3455,Matthew,Jones,paula82@example.org,61,MA,40699.77,2022-02-07
3456,Kimberly,Contreras,olsenlinda@example.org,85,IL,42922.94,2025-02-18
3457,Philip,White,oglenn@example.com,57,FL,32764.47,2021-12-13
3458,Drew,White,leslie53@example.org,82,NY,45706.26,2024-01-29
3459,Mary,Chambers,sarah69@example.com,46,CA,19278.79,2026-07-09
3460,Jorge,Alexander,brianna22@example.com,75,WA,25673.2,2025-09-14
3461,Becky,Erickson,smithrichard@example.org,69,MA,3431.97,2023-03-17
3462,Susan,Lane,,72,PA,34313.3,2025-12-04
3463,Douglas,Chambers,wcannon@example.com,31,PA,23047.71,2026-01-05
3464,Jennifer,White,jodipark@example.net,31,NY,12028.12,2023-11-02
3465,Kimberly,Scott,michelle12@example.net,76,PA,13337.83,2022-03-08
3466,Samuel,Patton,rachel22@example.org,78,IL,22632.05,2023-02-04
3467,Trevor,Pierce,mitchellmichael@example.com,51,NY,46346.39,2025-03-31
